year,colony,exchange,region,country,country.description,product,product.description,type.record,unit,unit.metric,conversion.to.metric,value.local.currency,quantity,value.British.pounds,quantity.metric,unit.value.local.currency,unit.value.British.pounds,notes,sources
1895,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,KG,KG,1,"1,324,194","6,019,064","52,257",6019064,0.22,0.009,Amandes de palmiste,TGCF [1895] 85
1896,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,KG,KG,1,"2,883,064","12,012,146","113,820",12012146,0.24,0.009,Graines et fruits oleagineux,TGCF [1896] 87
1897,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,KG,KG,1,"1,555,852","6,690,202","61,472",6690202,0.233,0.009,Graines et fruits oleagineux,TGCF [1897] 87
1898,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,KG,KG,1,"1,713,012","6,854,912","67,362",6854912,0.25,0.01,Graines et fruits oleagineux,TGCF [1898] 87
1899,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,KG,KG,1,"1,345,229","5,222,493","52,920",5222493,0.258,0.01,Graines et fruits oleagineux; Commerce special,TGCF [1899] 87
1900,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"1,324,000","51,709","52,167",5170900,0.256,0.01,Graines et fruits oleagineux,TGCF [1900] 87
1901,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"1,577,000","57,316","62,209",5731600,0.275,0.011,Graines et fruits oleagineux,TGCF [1901] 87
1902,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"1,468,000","55,842","57,955",5584200,0.263,0.01,Graines et fruits oleagineux,TGCF [1902] 87
1903,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"1,551,000","57,763","61,159",5776300,0.269,0.011,Graines et fruits oleagineux,TGCF [1903] 91
1904,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"2,019,000","79,038","79,708",7903800,0.255,0.01,Graines et fruits oleagineux,TGCF [1904] 91
1905,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"1,319,000","47,158","52,114",4715800,0.28,0.011,Graines et fruits oleagineux,TGCF [1905] 93
1906,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"1,048,000","34,736","41,309",3473600,0.302,0.012,Graines et fruits oleagineux,TGCF [1906] 97
1907,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"1,840,000","61,613","72,355",6161300,0.299,0.012,Graines et fruits oleagineux,TGCF [1907] 100
1908,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"1,414,000","46,021","55,845",4602100,0.307,0.012,Graines et fruits oleagineux,TGCF [1908] 100
1909,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"2,100,000","63,917","82,808",6391700,0.329,0.013,Graines et fruits oleagineux,TGCF [1909] 104
1910,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"2,544,000","76,558","99,961",7655800,0.332,0.013,Graines et fruits oleagineux,TGCF [1910] 104
1911,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"1,609,000","43,522","63,123",4352200,0.37,0.015,Graines et fruits oleagineux,TGCF [1911] 104
1912,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"2,456,000","70,473","96,314",7047300,0.349,0.014,Graines et fruits oleagineux,TGCF [1912] 104
1913,FR,25.6,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"2,148,000","59,308","84,038",5930800,0.362,0.014,Graines et fruits oléagineux,TGCF [1913] 104
1914,FR,25.2,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"3,881,000","116,881","154,253",11688100,0.332,0.013,Graines et fruits oléagineux,TGCF [1914] 100
1915,FR,26.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"7,601,000","167,238","286,722",16723800,0.455,0.017,Graines et fruits oleagineux,TGCF [1915] 100
1916,FR,28,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"9,734,000","139,335","347,147",13933500,0.699,0.025,Graines et oléagineux,TGCF [1916] 100
1917,FR,27.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"25,628,000","177,333","932,945",17733300,1.445,0.053,Graines et fruits oléagineux,TGCF [1917] 106
1918,FR,26.7,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"30,152,000","189,899","1,128,443",18989900,1.588,0.059,Graines et fruits oléagineux,TGCF [1918] 106
1919,FR,31.8,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"53,097,000","321,865","1,672,346",32186500,1.65,0.052,Graines et fruits oléagineux,TGCF [1919] 106
1920,FR,52.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"88,866,000","495,120","1,693,654",49512000,1.795,0.034,Graines et fruits oleagineux,TGCF [1920] 128
1921,FR,51.9,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"31,515,000","301,609","607,342",30160900,1.045,0.02,Graines et fruits oléagineux,TGCF [1921] 129
1922,FR,54.6,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"19,699,000","204,329","360,788",20432900,0.964,0.018,Graines et fruits oléagineux,TGCF [1922] 129
1923,FR,75.6,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"39,102,000","279,865","516,949",27986500,1.397,0.018,Graines et fruits oléagineux,TGCF [1923] 139
1924,FR,85.2,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"47,327,000","272,968","555,221",27296800,1.734,0.02,Graines et fruits oléagineux,TGCF [1924] 137
1925,FR,102.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,QMTR,KG,100,"48,745,000","233,443","475,375",23344300,2.088,0.02,Graines et fruits oleagineux,TGCF [1925] 135
1890,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1207,Palm kernels (ignore),_EX,KG,KG,1,"1,634,932","5,449,774","64,216",5449774,0.3,0.012,Amandes de palmiste,TGCF [1890] 83
1891,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1207,Palm kernels (ignore),_EX,KG,KG,1,"1,691,522","5,286,007","66,412",5286007,0.32,0.013,Amandes de palmiste,TGCF [1891] 45
1893,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1207,Palm kernels (ignore),_EX,KG,KG,1,"1,009,537","4,038,346","39,746",4038346,0.25,0.01,Amandes de palmiste,TGCF [1893] 83
1894,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1207,Palm kernels (ignore),_EX,KG,KG,1,"966,592","4,027,949","38,175",4027949,0.24,0.009,Amandes de palmiste,TGCF [1894] 83
1895,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1207,Palm kernels (ignore),_EX,KG,KG,1,"1,324,194","6,019,064","52,257",6019064,0.22,0.009,Amandes de palmiste,TGCF [1895] 85
1890,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,KG,KG,1,"2,028,637","3,220,058","79,679",3220058,0.63,0.025,Huile de palme,TGCF [1890] 83
1891,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,KG,KG,1,"9,768,381","16,280,643","383,525",16280643,0.6,0.024,Huiles de palme,TGCF [1891] 45
1892,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,KG,KG,1,"7,672,758","11,988,785","303,032",11988785,0.64,0.025,Huiles de palme,TGCF [1892] 45
1893,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,KG,KG,1,"3,563,729","5,747,950","140,304",5747950,0.62,0.024,Huile de palme,TGCF [1893] 83
1894,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,KG,KG,1,"2,205,728","3,044,530","87,114",3044530,0.724,0.029,Huile de palme,TGCF [1894] 83
1895,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,KG,KG,1,"3,506,709","7,707,055","138,386",7707055,0.455,0.018,Huile de palme,TGCF [1895] 85
1896,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,KG,KG,1,"3,486,313","8,320,557","137,636",8320557,0.419,0.017,Huile de palme,TGCF [1896] 87
1897,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,KG,KG,1,"2,281,876","5,866,005","90,157",5866005,0.389,0.015,Huile de palme,TGCF [1897] 87
1898,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,KG,KG,1,"2,063,802","5,701,100","81,156",5701100,0.362,0.014,Huile de palme,TGCF [1898] 87
1899,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,KG,KG,1,"2,669,372","7,333,442","105,011",7333442,0.364,0.014,Huile de palme; Commerce special,TGCF [1899] 87
1900,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"3,093,000","91,597","121,868",9159700,0.338,0.013,Huile de palme,TGCF [1900] 87
1901,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"3,598,000","119,237","141,933",11923700,0.302,0.012,Huile de palme,TGCF [1901] 87
1902,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"8,255,000","135,043","325,898",13504300,0.611,0.024,Huile de palme,TGCF [1902] 87
1903,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"7,536,000","135,978","297,161",13597800,0.554,0.022,Huile de palme,TGCF [1903] 91
1904,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"6,723,000","121,785","265,417",12178500,0.552,0.022,Huile de palme,TGCF [1904] 91
1905,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"7,194,000","128,185","284,235",12818500,0.561,0.022,Huile de palme,TGCF [1905] 93
1906,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"6,367,000","103,288","250,966",10328800,0.616,0.024,Huile de palme,TGCF [1906] 97
1907,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"7,839,000","123,483","308,258",12348300,0.635,0.025,Huile de palme,TGCF [1907] 100
1908,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"7,877,000","127,745","311,098",12774500,0.617,0.024,Huile de palme,TGCF [1908] 100
1909,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"11,868,000","186,956","467,981",18695600,0.635,0.025,Huile de palme,TGCF [1909] 104
1910,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"11,721,000","169,195","460,550",16919500,0.693,0.027,"Huiles vegetales, fixes",TGCF [1910] 104
1911,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"12,801,000","183,079","502,197",18307900,0.699,0.027,"Huiles vegetales, fixes",TGCF [1911] 104
1912,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"9,828,000","137,212","385,412",13721200,0.716,0.028,"Huiles vegetales, fixes",TGCF [1912] 104
1913,FR,25.6,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"10,167,000","148,073","397,770",14807300,0.687,0.027,"Huiles vegetales, fixes",TGCF [1913] 104
1914,FR,25.2,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"6,021,000","55,706","239,308",5570600,1.081,0.043,"Huiles vegetales, fixes",TGCF [1914] 100
1915,FR,26.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"11,570,000","133,790","436,439",13379000,0.865,0.033,"Huiles vegetales, fixes",TGCF [1915] 100
1916,FR,28,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"19,551,000","178,746","697,254",17874600,1.094,0.039,"Huiles vegetales, fixes",TGCF [1916] 100
1917,FR,27.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"40,560,000","166,366","1,476,520",16636600,2.438,0.089,"Huiles vegetales, fixes",TGCF [1917] 106
1918,FR,26.7,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"35,020,000","108,442","1,310,629",10844200,3.229,0.121,"Huiles vegetales, fixes",TGCF [1918] 106
1920,FR,52.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"132,659,000","360,298","2,528,283",36029800,3.682,0.07,"Huiles vegetales, fixes",TGCF [1920] 128
1921,FR,51.9,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"14,547,000","73,794","280,343",7379400,1.971,0.038,"Huiles vegetales, fixes",TGCF [1921] 129
1924,FR,85.2,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"48,319,000","187,431","566,858",18743100,2.578,0.03,"Huiles vegetales, fixes",TGCF [1924] 137
1925,FR,102.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1511,Palm oil,_EX,QMTR,KG,100,"50,697,000","161,985","494,412",16198500,3.13,0.031,"Huiles vegetales, fixes",TGCF [1925] 135
1891,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,KG,KG,1,"1,132,432","161,776","44,461",161776,7,0.275,Caoutchouc et gutta-percha bruts,TGCF [1891] 45
1893,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,KG,KG,1,"369,900","61,650","14,563",61650,6,0.236,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1893] 83
1894,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,KG,KG,1,"617,134","102,909","24,373",102909,5.997,0.237,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1894] 83
1895,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,KG,KG,1,"1,032,600","172,100","40,750",172100,6,0.237,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1895] 85
1896,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,KG,KG,1,"2,079,816","346,636","82,109",346636,6,0.237,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1896] 87
1897,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,KG,KG,1,"1,256,794","179,542","49,656",179542,7,0.277,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1897] 87
1898,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,KG,KG,1,"1,770,237","252,891","69,612",252891,7,0.275,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1898] 87
1899,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,KG,KG,1,"3,111,469","327,523","122,402",327523,9.5,0.374,Caoutchouc et gutta-percha bruts ou refondus en masse; Commerce special,TGCF [1899] 87
1900,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"4,811,000","5,755","189,559",575500,8.36,0.329,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1900] 87
1901,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"4,625,000","5,514","182,446",551400,8.388,0.331,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1901] 87
1902,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"5,355,000","6,400","211,409",640000,8.367,0.33,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1902] 87
1903,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"7,523,000","8,775","296,648",877500,8.573,0.338,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1903] 91
1904,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"9,587,000","9,904","378,484",990400,9.68,0.382,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1904] 91
1905,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"13,054,000","13,486","515,765",1348600,9.68,0.382,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1905] 93
1906,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"6,887,000","6,806","271,462",680600,10.119,0.399,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1906] 97
1907,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"7,613,000","8,650","299,371",865000,8.801,0.346,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1907] 100
1908,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"7,007,000","6,925","276,738",692500,10.118,0.4,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1908] 100
1909,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"19,312,000","12,192","761,514",1219200,15.84,0.625,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1909] 104
1910,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"31,077,000","16,052","1,221,100",1605200,19.36,0.761,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1910] 104
1911,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"23,321,000","17,667","914,908",1766700,13.2,0.518,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1911] 104
1912,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"21,704,000","18,972","851,137",1897200,11.44,0.449,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1912] 104
1913,FR,25.6,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"12,403,000","17,657","485,250",1765700,7.024,0.275,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1913] 104
1914,FR,25.2,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"3,796,000","5,423","150,874",542300,7,0.278,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1914] 100
1915,FR,26.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"6,944,000","10,520","261,939",1052000,6.601,0.249,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1915] 100
1916,FR,28,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"9,659,000","11,676","344,472",1167600,8.273,0.295,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1916] 106
1917,FR,27.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"8,592,000","10,014","312,778",1001400,8.58,0.312,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1917] 106
1918,FR,26.7,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"4,629,000","6,575","173,241",657500,7.04,0.263,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1918] 106
1919,FR,31.8,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"7,968,000","10,060","250,961",1006000,7.92,0.249,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1919] 106
1920,FR,52.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"7,286,000","8,813","138,860",881300,8.267,0.158,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1920] 128
1921,FR,51.9,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"3,200,000","6,436","61,669",643600,4.972,0.096,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1921] 129
1922,FR,54.6,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"1,645,000","3,666","30,128",366600,4.487,0.082,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1922] 129
1923,FR,75.6,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"6,729,000","7,570","88,961",757000,8.889,0.118,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1923] 139
1924,FR,85.2,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"9,897,000","11,135","116,107",1113500,8.888,0.104,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1924] 137
1925,FR,102.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4001,Rubber,_EX,QMTR,KG,100,"21,076,000","8,721","205,539",872100,24.167,0.236,Caoutchouc et gutta-percha bruts ou refondus en masse,TGCF [1925] 135
1896,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4100,Hides,_EX,KG,KG,1,"58,945","45,159","2,327",45159,1.305,0.052,Peaux et pelleteries brutes,TGCF [1896] 87
1897,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4100,Hides,_EX,KG,KG,1,"60,899","46,952","2,406",46952,1.297,0.051,Peaux et pelleteries brutes,TGCF [1897] 87
1898,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4100,Hides,_EX,KG,KG,1,"135,869","98,466","5,343",98466,1.38,0.054,Peaux brutes,TGCF [1898] 87
1899,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4100,Hides,_EX,KG,KG,1,"118,466","76,060","4,660",76060,1.558,0.061,Peaux et pelleteries brutes; Commerce special,TGCF [1899] 87
1900,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4100,Hides,_EX,QMTR,KG,100,"163,000","1,072","6,422",107200,1.521,0.06,Peaux brutes fraiches ou seches (grandes),TGCF [1900] 87
1901,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4100,Hides,_EX,QMTR,KG,100,"229,000","1,307","9,034",130700,1.752,0.069,"Peaux brutes, grandes",TGCF [1901] 87
1902,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4100,Hides,_EX,QMTR,KG,100,"193,000","1,142","7,619",114200,1.69,0.067,"Peaux brutes, grandes",TGCF [1902] 87
1903,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_4100,Hides,_EX,QMTR,KG,100,"194,000","1,043","7,650",104300,1.86,0.073,"Peaux brutes, grandes",TGCF [1903] 91
